# Potential function.
#  r             r*V(r)
   1.000961E-02 -3.679836E+01
   1.001826E-02 -3.679734E+01
   1.002691E-02 -3.679632E+01
   1.004421E-02 -3.679428E+01
   1.006151E-02 -3.679224E+01
   1.009611E-02 -3.678816E+01
   1.016531E-02 -3.678001E+01
   1.030371E-02 -3.676371E+01
   1.044211E-02 -3.674741E+01
   1.071891E-02 -3.671484E+01
   1.141667E-02 -3.663290E+01
   1.211442E-02 -3.655117E+01
   1.350994E-02 -3.638833E+01
   1.526881E-02 -3.618429E+01
   1.702769E-02 -3.598160E+01
   1.924455E-02 -3.572804E+01
   2.146141E-02 -3.547662E+01
   2.285846E-02 -3.531927E+01
   2.425550E-02 -3.516278E+01
   2.565255E-02 -3.500715E+01
   2.704960E-02 -3.485236E+01
   2.881041E-02 -3.465850E+01
   3.057122E-02 -3.446600E+01
   3.233204E-02 -3.427486E+01
   3.409285E-02 -3.408510E+01
   3.631215E-02 -3.384787E+01
   3.742180E-02 -3.373008E+01
   3.853145E-02 -3.361283E+01
   3.964110E-02 -3.349613E+01
   4.075075E-02 -3.337998E+01
   4.297005E-02 -3.314933E+01
   4.436863E-02 -3.300510E+01
   4.576721E-02 -3.286175E+01
   4.716580E-02 -3.271928E+01
   4.856438E-02 -3.257768E+01
   4.996296E-02 -3.243697E+01
   5.136155E-02 -3.229714E+01
   5.276013E-02 -3.215819E+01
   5.415871E-02 -3.202013E+01
   5.592146E-02 -3.184739E+01
   5.768421E-02 -3.167605E+01
   5.944697E-02 -3.150613E+01
   6.120972E-02 -3.133764E+01
   6.297247E-02 -3.117056E+01
   6.473522E-02 -3.100491E+01
   6.561659E-02 -3.092262E+01
   6.649797E-02 -3.084069E+01
   6.826072E-02 -3.067791E+01
   6.937159E-02 -3.057606E+01
   7.048246E-02 -3.047478E+01
   7.159333E-02 -3.037408E+01
   7.270420E-02 -3.027395E+01
   7.381507E-02 -3.017439E+01
   7.492594E-02 -3.007541E+01
   7.603681E-02 -2.997700E+01
   7.714768E-02 -2.987918E+01
   7.825855E-02 -2.978193E+01
   7.936942E-02 -2.968526E+01
   8.048029E-02 -2.958917E+01
   8.159116E-02 -2.949366E+01
   8.270203E-02 -2.939873E+01
   8.381290E-02 -2.930438E+01
   8.492377E-02 -2.921062E+01
   8.603464E-02 -2.911745E+01
   8.743477E-02 -2.900085E+01
   8.883489E-02 -2.888518E+01
   9.023501E-02 -2.877044E+01
   9.163513E-02 -2.865665E+01
   9.303525E-02 -2.854379E+01
   9.443538E-02 -2.843187E+01
   9.583550E-02 -2.832090E+01
   9.723562E-02 -2.821087E+01
   9.793568E-02 -2.815621E+01
   9.863574E-02 -2.810179E+01
   1.000359E-01 -2.799366E+01
   1.014360E-01 -2.788648E+01
   1.028361E-01 -2.778025E+01
   1.042362E-01 -2.767498E+01
   1.056364E-01 -2.757067E+01
   1.070365E-01 -2.746732E+01
   1.084366E-01 -2.736493E+01
   1.102013E-01 -2.723725E+01
   1.119660E-01 -2.711112E+01
   1.137307E-01 -2.698652E+01
   1.146130E-01 -2.692480E+01
   1.154954E-01 -2.686347E+01
   1.172600E-01 -2.674197E+01
   1.190247E-01 -2.662202E+01
   1.207894E-01 -2.650363E+01
   1.216718E-01 -2.644502E+01
   1.225541E-01 -2.638681E+01
   1.234365E-01 -2.632899E+01
   1.243188E-01 -2.627155E+01
   1.260835E-01 -2.615787E+01
   1.278482E-01 -2.604577E+01
   1.296129E-01 -2.593525E+01
   1.304952E-01 -2.588058E+01
   1.313776E-01 -2.582631E+01
   1.331423E-01 -2.571897E+01
   1.349069E-01 -2.561323E+01
   1.366716E-01 -2.550908E+01
   1.377837E-01 -2.544428E+01
   1.388958E-01 -2.538011E+01
   1.411200E-01 -2.525370E+01
   1.433442E-01 -2.512985E+01
   1.444563E-01 -2.506890E+01
   1.455684E-01 -2.500859E+01
   1.466805E-01 -2.494893E+01
   1.477926E-01 -2.488991E+01
   1.500167E-01 -2.477384E+01
   1.511288E-01 -2.471678E+01
   1.522409E-01 -2.466037E+01
   1.533530E-01 -2.460462E+01
   1.544651E-01 -2.454952E+01
   1.555772E-01 -2.449508E+01
   1.566893E-01 -2.444130E+01
   1.578014E-01 -2.438818E+01
   1.589135E-01 -2.433571E+01
   1.611377E-01 -2.423277E+01
   1.633619E-01 -2.413249E+01
   1.644739E-01 -2.408334E+01
   1.655860E-01 -2.403486E+01
   1.666981E-01 -2.398706E+01
   1.678102E-01 -2.393992E+01
   1.722586E-01 -2.375808E+01
   1.736603E-01 -2.370302E+01
   1.750619E-01 -2.364903E+01
   1.764636E-01 -2.359612E+01
   1.778652E-01 -2.354429E+01
   1.806686E-01 -2.344388E+01
   1.834719E-01 -2.334781E+01
   1.848736E-01 -2.330141E+01
   1.862752E-01 -2.325609E+01
   1.876769E-01 -2.321188E+01
   1.890785E-01 -2.316876E+01
   1.918819E-01 -2.308581E+01
   1.925827E-01 -2.306576E+01
   1.932835E-01 -2.304599E+01
   1.939844E-01 -2.302649E+01
   1.946852E-01 -2.300727E+01
   1.960869E-01 -2.296966E+01
   1.974885E-01 -2.293315E+01
   2.002918E-01 -2.286346E+01
   2.030952E-01 -2.279823E+01
   2.058985E-01 -2.273745E+01
   2.087018E-01 -2.268114E+01
   2.115051E-01 -2.262931E+01
   2.143085E-01 -2.258198E+01
   2.171118E-01 -2.253914E+01
   2.179951E-01 -2.252658E+01
   2.188784E-01 -2.251446E+01
   2.197617E-01 -2.250279E+01
   2.206451E-01 -2.249157E+01
   2.224117E-01 -2.247047E+01
   2.241783E-01 -2.245117E+01
   2.259450E-01 -2.243366E+01
   2.277116E-01 -2.241795E+01
   2.294782E-01 -2.240404E+01
   2.312448E-01 -2.239192E+01
   2.330115E-01 -2.238159E+01
   2.347781E-01 -2.237306E+01
   2.365447E-01 -2.236633E+01
   2.383114E-01 -2.236139E+01
   2.400780E-01 -2.235825E+01
   2.418446E-01 -2.235689E+01
   2.436113E-01 -2.235733E+01
   2.453779E-01 -2.235955E+01
   2.471445E-01 -2.236355E+01
   2.489112E-01 -2.236934E+01
   2.506778E-01 -2.237691E+01
   2.524444E-01 -2.238625E+01
   2.542111E-01 -2.239736E+01
   2.559777E-01 -2.241024E+01
   2.577443E-01 -2.242488E+01
   2.595109E-01 -2.244127E+01
   2.612776E-01 -2.245941E+01
   2.630442E-01 -2.247930E+01
   2.648108E-01 -2.250092E+01
   2.665775E-01 -2.252427E+01
   2.683441E-01 -2.254935E+01
   2.701107E-01 -2.257613E+01
   2.718774E-01 -2.260462E+01
   2.736440E-01 -2.263480E+01
   2.747573E-01 -2.265469E+01
   2.758706E-01 -2.267524E+01
   2.769839E-01 -2.269646E+01
   2.780973E-01 -2.271833E+01
   2.792106E-01 -2.274087E+01
   2.803239E-01 -2.276405E+01
   2.814372E-01 -2.278789E+01
   2.825505E-01 -2.281238E+01
   2.836638E-01 -2.283751E+01
   2.847772E-01 -2.286328E+01
   2.858905E-01 -2.288969E+01
   2.870038E-01 -2.291674E+01
   2.881171E-01 -2.294441E+01
   2.892304E-01 -2.297271E+01
   2.903437E-01 -2.300163E+01
   2.914571E-01 -2.303117E+01
   2.925704E-01 -2.306133E+01
   2.936837E-01 -2.309209E+01
   2.947970E-01 -2.312346E+01
   2.959103E-01 -2.315543E+01
   2.970236E-01 -2.318799E+01
   2.981370E-01 -2.322114E+01
   2.992503E-01 -2.325488E+01
   3.003636E-01 -2.328920E+01
   3.014769E-01 -2.332410E+01
   3.025902E-01 -2.335956E+01
   3.037035E-01 -2.339559E+01
   3.048168E-01 -2.343217E+01
   3.070435E-01 -2.350699E+01
   3.081568E-01 -2.354522E+01
   3.092701E-01 -2.358398E+01
   3.103834E-01 -2.362326E+01
   3.114967E-01 -2.366307E+01
   3.137234E-01 -2.374422E+01
   3.148367E-01 -2.378555E+01
   3.159500E-01 -2.382738E+01
   3.170633E-01 -2.386968E+01
   3.181766E-01 -2.391247E+01
   3.192900E-01 -2.395573E+01
   3.204033E-01 -2.399945E+01
   3.215166E-01 -2.404363E+01
   3.226299E-01 -2.408826E+01
   3.237432E-01 -2.413332E+01
   3.248565E-01 -2.417881E+01
   3.259699E-01 -2.422473E+01
   3.270832E-01 -2.427106E+01
   3.276398E-01 -2.429438E+01
   3.281965E-01 -2.431779E+01
   3.293098E-01 -2.436492E+01
   3.304231E-01 -2.441244E+01
   3.315364E-01 -2.446033E+01
   3.326497E-01 -2.450859E+01
   3.337631E-01 -2.455721E+01
   3.348764E-01 -2.460617E+01
   3.359897E-01 -2.465547E+01
   3.371030E-01 -2.470510E+01
   3.382163E-01 -2.475505E+01
   3.393296E-01 -2.480530E+01
   3.404430E-01 -2.485585E+01
   3.409996E-01 -2.488123E+01
   3.415563E-01 -2.490668E+01
   3.426696E-01 -2.495778E+01
   3.437829E-01 -2.500915E+01
   3.448962E-01 -2.506077E+01
   3.462994E-01 -2.512617E+01
   3.477026E-01 -2.519192E+01
   3.491058E-01 -2.525801E+01
   3.505090E-01 -2.532441E+01
   3.519122E-01 -2.539109E+01
   3.533155E-01 -2.545802E+01
   3.540171E-01 -2.549158E+01
   3.547187E-01 -2.552519E+01
   3.561219E-01 -2.559256E+01
   3.575251E-01 -2.566012E+01
   3.589283E-01 -2.572782E+01
   3.603315E-01 -2.579565E+01
   3.617347E-01 -2.586358E+01
   3.624363E-01 -2.589757E+01
   3.631379E-01 -2.593158E+01
   3.645411E-01 -2.599961E+01
   3.659443E-01 -2.606766E+01
   3.673475E-01 -2.613569E+01
   3.687507E-01 -2.620367E+01
   3.701539E-01 -2.627158E+01
   3.715571E-01 -2.633937E+01
   3.729603E-01 -2.640703E+01
   3.743635E-01 -2.647452E+01
   3.757667E-01 -2.654180E+01
   3.764683E-01 -2.657536E+01
   3.771699E-01 -2.660885E+01
   3.785731E-01 -2.667564E+01
   3.799763E-01 -2.674213E+01
   3.813795E-01 -2.680828E+01
   3.827827E-01 -2.687408E+01
   3.841860E-01 -2.693947E+01
   3.855892E-01 -2.700444E+01
   3.869924E-01 -2.706894E+01
   3.883956E-01 -2.713294E+01
   3.897988E-01 -2.719641E+01
   3.912020E-01 -2.725932E+01
   3.926052E-01 -2.732162E+01
   3.940084E-01 -2.738329E+01
   3.954116E-01 -2.744429E+01
   3.968148E-01 -2.750458E+01
   3.982180E-01 -2.756413E+01
   3.996212E-01 -2.762291E+01
   4.010244E-01 -2.768087E+01
   4.038308E-01 -2.779423E+01
   4.066372E-01 -2.790393E+01
   4.080404E-01 -2.795731E+01
   4.094436E-01 -2.800968E+01
   4.108468E-01 -2.806099E+01
   4.122500E-01 -2.811120E+01
   4.136532E-01 -2.816029E+01
   4.150565E-01 -2.820822E+01
   4.164597E-01 -2.825496E+01
   4.178629E-01 -2.830047E+01
   4.192661E-01 -2.834471E+01
   4.206693E-01 -2.838766E+01
   4.220725E-01 -2.842928E+01
   4.234757E-01 -2.846954E+01
   4.248789E-01 -2.850840E+01
   4.262821E-01 -2.854584E+01
   4.276853E-01 -2.858182E+01
   4.290885E-01 -2.861631E+01
   4.304917E-01 -2.864928E+01
   4.318949E-01 -2.868070E+01
   4.332981E-01 -2.871053E+01
   4.347013E-01 -2.873876E+01
   4.355856E-01 -2.875571E+01
   4.364699E-01 -2.877200E+01
   4.373542E-01 -2.878763E+01
   4.382385E-01 -2.880259E+01
   4.391228E-01 -2.881686E+01
   4.400070E-01 -2.883046E+01
   4.408913E-01 -2.884336E+01
   4.417756E-01 -2.885557E+01
   4.426599E-01 -2.886707E+01
   4.435442E-01 -2.887786E+01
   4.444285E-01 -2.888793E+01
   4.453128E-01 -2.889729E+01
   4.461971E-01 -2.890592E+01
   4.470813E-01 -2.891381E+01
   4.479656E-01 -2.892096E+01
   4.488499E-01 -2.892738E+01
   4.497342E-01 -2.893304E+01
   4.506185E-01 -2.893795E+01
   4.515028E-01 -2.894209E+01
   4.523871E-01 -2.894548E+01
   4.532714E-01 -2.894810E+01
   4.541556E-01 -2.894994E+01
   4.550399E-01 -2.895101E+01
   4.559242E-01 -2.895129E+01
   4.568085E-01 -2.895080E+01
   4.576928E-01 -2.894951E+01
   4.585771E-01 -2.894743E+01
   4.594614E-01 -2.894455E+01
   4.603457E-01 -2.894087E+01
   4.612299E-01 -2.893640E+01
   4.621142E-01 -2.893111E+01
   4.629985E-01 -2.892502E+01
   4.647671E-01 -2.891040E+01
   4.656514E-01 -2.890187E+01
   4.665357E-01 -2.889252E+01
   4.674200E-01 -2.888235E+01
   4.683042E-01 -2.887136E+01
   4.700728E-01 -2.884692E+01
   4.709571E-01 -2.883346E+01
   4.718414E-01 -2.881917E+01
   4.727257E-01 -2.880406E+01
   4.736100E-01 -2.878812E+01
   4.744943E-01 -2.877135E+01
   4.753785E-01 -2.875376E+01
   4.762628E-01 -2.873534E+01
   4.771471E-01 -2.871609E+01
   4.780314E-01 -2.869602E+01
   4.789157E-01 -2.867512E+01
   4.806843E-01 -2.863084E+01
   4.815686E-01 -2.860747E+01
   4.824528E-01 -2.858328E+01
   4.833371E-01 -2.855827E+01
   4.842214E-01 -2.853244E+01
   4.851057E-01 -2.850579E+01
   4.859900E-01 -2.847833E+01
   4.868743E-01 -2.845007E+01
   4.877586E-01 -2.842099E+01
   4.886429E-01 -2.839111E+01
   4.895271E-01 -2.836043E+01
   4.904114E-01 -2.832895E+01
   4.912957E-01 -2.829667E+01
   4.921800E-01 -2.826361E+01
   4.930643E-01 -2.822975E+01
   4.939486E-01 -2.819511E+01
   4.948329E-01 -2.815970E+01
   4.957172E-01 -2.812351E+01
   4.966014E-01 -2.808655E+01
   4.974857E-01 -2.804882E+01
   4.983700E-01 -2.801034E+01
   5.001386E-01 -2.793111E+01
   5.010229E-01 -2.789038E+01
   5.019072E-01 -2.784892E+01
   5.027915E-01 -2.780672E+01
   5.036757E-01 -2.776379E+01
   5.045600E-01 -2.772015E+01
   5.054443E-01 -2.767579E+01
   5.063286E-01 -2.763073E+01
   5.072129E-01 -2.758497E+01
   5.080972E-01 -2.753852E+01
   5.089815E-01 -2.749138E+01
   5.098658E-01 -2.744357E+01
   5.107500E-01 -2.739509E+01
   5.116343E-01 -2.734594E+01
   5.125186E-01 -2.729614E+01
   5.134029E-01 -2.724570E+01
   5.142872E-01 -2.719462E+01
   5.151715E-01 -2.714290E+01
   5.160558E-01 -2.709057E+01
   5.169401E-01 -2.703762E+01
   5.178243E-01 -2.698407E+01
   5.187086E-01 -2.692992E+01
   5.195929E-01 -2.687519E+01
   5.204772E-01 -2.681987E+01
   5.213615E-01 -2.676399E+01
   5.222458E-01 -2.670755E+01
   5.231301E-01 -2.665056E+01
   5.240144E-01 -2.659304E+01
   5.248986E-01 -2.653497E+01
   5.257829E-01 -2.647639E+01
   5.266672E-01 -2.641730E+01
   5.275515E-01 -2.635770E+01
   5.284358E-01 -2.629762E+01
   5.293201E-01 -2.623705E+01
   5.302044E-01 -2.617601E+01
   5.310887E-01 -2.611450E+01
   5.319729E-01 -2.605255E+01
   5.328572E-01 -2.599015E+01
   5.337415E-01 -2.592732E+01
   5.355101E-01 -2.580042E+01
   5.372787E-01 -2.567191E+01
   5.390472E-01 -2.554188E+01
   5.408158E-01 -2.541043E+01
   5.425844E-01 -2.527762E+01
   5.443530E-01 -2.514355E+01
   5.452373E-01 -2.507606E+01
   5.461215E-01 -2.500829E+01
   5.470058E-01 -2.494025E+01
   5.478901E-01 -2.487194E+01
   5.490047E-01 -2.478549E+01
   5.501192E-01 -2.469866E+01
   5.512337E-01 -2.461146E+01
   5.523483E-01 -2.452393E+01
   5.534628E-01 -2.443607E+01
   5.545774E-01 -2.434792E+01
   5.556919E-01 -2.425948E+01
   5.568064E-01 -2.417079E+01
   5.579210E-01 -2.408186E+01
   5.590355E-01 -2.399271E+01
   5.601501E-01 -2.390336E+01
   5.612646E-01 -2.381382E+01
   5.623791E-01 -2.372413E+01
   5.634937E-01 -2.363429E+01
   5.646082E-01 -2.354433E+01
   5.657228E-01 -2.345427E+01
   5.668373E-01 -2.336411E+01
   5.679519E-01 -2.327389E+01
   5.690664E-01 -2.318362E+01
   5.701809E-01 -2.309331E+01
   5.712955E-01 -2.300298E+01
   5.724100E-01 -2.291265E+01
   5.735246E-01 -2.282234E+01
   5.746391E-01 -2.273205E+01
   5.757536E-01 -2.264182E+01
   5.763109E-01 -2.259672E+01
   5.768682E-01 -2.255165E+01
   5.779827E-01 -2.246155E+01
   5.790973E-01 -2.237155E+01
   5.802118E-01 -2.228166E+01
   5.813263E-01 -2.219188E+01
   5.824409E-01 -2.210225E+01
   5.835554E-01 -2.201276E+01
   5.846700E-01 -2.192343E+01
   5.857845E-01 -2.183428E+01
   5.868990E-01 -2.174531E+01
   5.880136E-01 -2.165654E+01
   5.891281E-01 -2.156798E+01
   5.902427E-01 -2.147965E+01
   5.913572E-01 -2.139154E+01
   5.924718E-01 -2.130368E+01
   5.935863E-01 -2.121607E+01
   5.947008E-01 -2.112873E+01
   5.958154E-01 -2.104166E+01
   5.963726E-01 -2.099823E+01
   5.969299E-01 -2.095487E+01
   5.980445E-01 -2.086837E+01
   5.991590E-01 -2.078217E+01
   6.002735E-01 -2.069628E+01
   6.013881E-01 -2.061070E+01
   6.025026E-01 -2.052545E+01
   6.030599E-01 -2.048294E+01
   6.036172E-01 -2.044052E+01
   6.047317E-01 -2.035593E+01
   6.058462E-01 -2.027169E+01
   6.069608E-01 -2.018779E+01
   6.080753E-01 -2.010425E+01
   6.091899E-01 -2.002107E+01
   6.103044E-01 -1.993825E+01
   6.114189E-01 -1.985580E+01
   6.125335E-01 -1.977373E+01
   6.136480E-01 -1.969204E+01
   6.147626E-01 -1.961073E+01
   6.158771E-01 -1.952981E+01
   6.169917E-01 -1.944928E+01
   6.181062E-01 -1.936915E+01
   6.192207E-01 -1.928941E+01
   6.203353E-01 -1.921007E+01
   6.214498E-01 -1.913113E+01
   6.225644E-01 -1.905260E+01
   6.231216E-01 -1.901348E+01
   6.236789E-01 -1.897447E+01
   6.247934E-01 -1.889675E+01
   6.259080E-01 -1.881945E+01
   6.270225E-01 -1.874255E+01
   6.281371E-01 -1.866606E+01
   6.292516E-01 -1.858999E+01
   6.303661E-01 -1.851433E+01
   6.314807E-01 -1.843909E+01
   6.325952E-01 -1.836426E+01
   6.337098E-01 -1.828985E+01
   6.348243E-01 -1.821585E+01
   6.359388E-01 -1.814227E+01
   6.370534E-01 -1.806910E+01
   6.381679E-01 -1.799635E+01
   6.392825E-01 -1.792401E+01
   6.403970E-01 -1.785209E+01
   6.415116E-01 -1.778057E+01
   6.426261E-01 -1.770948E+01
   6.437406E-01 -1.763879E+01
   6.448552E-01 -1.756851E+01
   6.459697E-01 -1.749864E+01
   6.470843E-01 -1.742918E+01
   6.481988E-01 -1.736012E+01
   6.493133E-01 -1.729147E+01
   6.504279E-01 -1.722322E+01
   6.515424E-01 -1.715537E+01
   6.526570E-01 -1.708793E+01
   6.537715E-01 -1.702088E+01
   6.548860E-01 -1.695423E+01
   6.571151E-01 -1.682210E+01
   6.582297E-01 -1.675663E+01
   6.593442E-01 -1.669154E+01
   6.604587E-01 -1.662684E+01
   6.615733E-01 -1.656252E+01
   6.638024E-01 -1.643503E+01
   6.660315E-01 -1.630905E+01
   6.682605E-01 -1.618457E+01
   6.704896E-01 -1.606156E+01
   6.727187E-01 -1.594000E+01
   6.771769E-01 -1.570118E+01
   6.782914E-01 -1.564235E+01
   6.794059E-01 -1.558388E+01
   6.805205E-01 -1.552574E+01
   6.816350E-01 -1.546795E+01
   6.827496E-01 -1.541050E+01
   6.838641E-01 -1.535339E+01
   6.860932E-01 -1.524017E+01
   6.872077E-01 -1.518406E+01
   6.883223E-01 -1.512828E+01
   6.894368E-01 -1.507282E+01
   6.905514E-01 -1.501769E+01
   6.919561E-01 -1.494866E+01
   6.933608E-01 -1.488013E+01
   6.947656E-01 -1.481211E+01
   6.961703E-01 -1.474459E+01
   6.975751E-01 -1.467755E+01
   6.989798E-01 -1.461101E+01
   7.003846E-01 -1.454495E+01
   7.017893E-01 -1.447937E+01
   7.024917E-01 -1.444676E+01
   7.031941E-01 -1.441426E+01
   7.045988E-01 -1.434963E+01
   7.060036E-01 -1.428546E+01
   7.074083E-01 -1.422175E+01
   7.088131E-01 -1.415851E+01
   7.102178E-01 -1.409571E+01
   7.116226E-01 -1.403337E+01
   7.130273E-01 -1.397148E+01
   7.144321E-01 -1.391002E+01
   7.158368E-01 -1.384900E+01
   7.172416E-01 -1.378842E+01
   7.186463E-01 -1.372827E+01
   7.200511E-01 -1.366854E+01
   7.214558E-01 -1.360924E+01
   7.228606E-01 -1.355036E+01
   7.242653E-01 -1.349189E+01
   7.256701E-01 -1.343383E+01
   7.263724E-01 -1.340495E+01
   7.270748E-01 -1.337618E+01
   7.284796E-01 -1.331893E+01
   7.298843E-01 -1.326209E+01
   7.312891E-01 -1.320564E+01
   7.326938E-01 -1.314958E+01
   7.340985E-01 -1.309392E+01
   7.355033E-01 -1.303864E+01
   7.369080E-01 -1.298375E+01
   7.383128E-01 -1.292923E+01
   7.390152E-01 -1.290212E+01
   7.397175E-01 -1.287509E+01
   7.411223E-01 -1.282133E+01
   7.425270E-01 -1.276793E+01
   7.439318E-01 -1.271491E+01
   7.453365E-01 -1.266224E+01
   7.467413E-01 -1.260994E+01
   7.481460E-01 -1.255799E+01
   7.495508E-01 -1.250640E+01
   7.509555E-01 -1.245516E+01
   7.523603E-01 -1.240427E+01
   7.537650E-01 -1.235372E+01
   7.551698E-01 -1.230352E+01
   7.565745E-01 -1.225365E+01
   7.572769E-01 -1.222884E+01
   7.579793E-01 -1.220412E+01
   7.593840E-01 -1.215493E+01
   7.607888E-01 -1.210606E+01
   7.621935E-01 -1.205753E+01
   7.635983E-01 -1.200932E+01
   7.650030E-01 -1.196143E+01
   7.664078E-01 -1.191386E+01
   7.678125E-01 -1.186661E+01
   7.692173E-01 -1.181968E+01
   7.706220E-01 -1.177305E+01
   7.720268E-01 -1.172674E+01
   7.734315E-01 -1.168073E+01
   7.748363E-01 -1.163502E+01
   7.762410E-01 -1.158962E+01
   7.776457E-01 -1.154452E+01
   7.790505E-01 -1.149971E+01
   7.797529E-01 -1.147742E+01
   7.804552E-01 -1.145520E+01
   7.818600E-01 -1.141098E+01
   7.832647E-01 -1.136705E+01
   7.846695E-01 -1.132341E+01
   7.860742E-01 -1.128005E+01
   7.874790E-01 -1.123697E+01
   7.888837E-01 -1.119417E+01
   7.902885E-01 -1.115166E+01
   7.916932E-01 -1.110941E+01
   7.930980E-01 -1.106744E+01
   7.945027E-01 -1.102574E+01
   7.959075E-01 -1.098431E+01
   7.973122E-01 -1.094315E+01
   7.987170E-01 -1.090225E+01
   7.994193E-01 -1.088190E+01
   8.001217E-01 -1.086162E+01
   8.015265E-01 -1.082124E+01
   8.029312E-01 -1.078112E+01
   8.043360E-01 -1.074126E+01
   8.057407E-01 -1.070166E+01
   8.071455E-01 -1.066230E+01
   8.085502E-01 -1.062320E+01
   8.099550E-01 -1.058434E+01
   8.113597E-01 -1.054573E+01
   8.127645E-01 -1.050737E+01
   8.134668E-01 -1.048827E+01
   8.141692E-01 -1.046924E+01
   8.155740E-01 -1.043136E+01
   8.169787E-01 -1.039371E+01
   8.183834E-01 -1.035631E+01
   8.197882E-01 -1.031913E+01
   8.211929E-01 -1.028219E+01
   8.225977E-01 -1.024548E+01
   8.240024E-01 -1.020900E+01
   8.254072E-01 -1.017275E+01
   8.268119E-01 -1.013673E+01
   8.282167E-01 -1.010092E+01
   8.296214E-01 -1.006534E+01
   8.310262E-01 -1.002998E+01
   8.324309E-01 -9.994843E+00
   8.338357E-01 -9.959920E+00
   8.352404E-01 -9.925212E+00
   8.366452E-01 -9.890718E+00
   8.394547E-01 -9.822365E+00
   8.408594E-01 -9.788503E+00
   8.422642E-01 -9.754849E+00
   8.436689E-01 -9.721400E+00
   8.450737E-01 -9.688155E+00
   8.464784E-01 -9.655113E+00
   8.478832E-01 -9.622273E+00
   8.492879E-01 -9.589632E+00
   8.506927E-01 -9.557189E+00
   8.520974E-01 -9.524943E+00
   8.535022E-01 -9.492892E+00
   8.549069E-01 -9.461034E+00
