# Potential function.
#  r             r*V(r)
   1.000961E-02 -3.679808E+01
   1.001826E-02 -3.679706E+01
   1.002691E-02 -3.679604E+01
   1.004421E-02 -3.679400E+01
   1.006151E-02 -3.679196E+01
   1.009611E-02 -3.678787E+01
   1.016531E-02 -3.677971E+01
   1.030371E-02 -3.676340E+01
   1.044211E-02 -3.674709E+01
   1.071891E-02 -3.671450E+01
   1.141667E-02 -3.663248E+01
   1.211442E-02 -3.655066E+01
   1.350994E-02 -3.638763E+01
   1.526881E-02 -3.618329E+01
   1.702769E-02 -3.598020E+01
   1.924455E-02 -3.572603E+01
   2.146141E-02 -3.547383E+01
   2.285846E-02 -3.531590E+01
   2.425550E-02 -3.515876E+01
   2.565255E-02 -3.500238E+01
   2.704960E-02 -3.484678E+01
   2.881041E-02 -3.465175E+01
   2.969082E-02 -3.455470E+01
   3.057122E-02 -3.445794E+01
   3.145163E-02 -3.436148E+01
   3.233204E-02 -3.426533E+01
   3.409285E-02 -3.407392E+01
   3.520250E-02 -3.395391E+01
   3.631215E-02 -3.383437E+01
   3.742180E-02 -3.371530E+01
   3.853145E-02 -3.359670E+01
   3.964110E-02 -3.347856E+01
   4.075075E-02 -3.336089E+01
   4.186040E-02 -3.324369E+01
   4.297005E-02 -3.312695E+01
   4.436863E-02 -3.298046E+01
   4.576721E-02 -3.283471E+01
   4.716580E-02 -3.268968E+01
   4.856438E-02 -3.254538E+01
   4.996296E-02 -3.240179E+01
   5.136155E-02 -3.225892E+01
   5.206084E-02 -3.218776E+01
   5.276013E-02 -3.211677E+01
   5.415871E-02 -3.197532E+01
   5.592146E-02 -3.179806E+01
   5.768421E-02 -3.162191E+01
   5.944697E-02 -3.144688E+01
   6.120972E-02 -3.127295E+01
   6.297247E-02 -3.110012E+01
   6.473522E-02 -3.092839E+01
   6.561659E-02 -3.084293E+01
   6.649797E-02 -3.075775E+01
   6.737934E-02 -3.067283E+01
   6.826072E-02 -3.058819E+01
   6.937159E-02 -3.048189E+01
   7.048246E-02 -3.037602E+01
   7.159333E-02 -3.027057E+01
   7.270420E-02 -3.016554E+01
   7.381507E-02 -3.006094E+01
   7.492594E-02 -2.995676E+01
   7.714768E-02 -2.974966E+01
   7.825855E-02 -2.964673E+01
   7.936942E-02 -2.954422E+01
   8.048029E-02 -2.944213E+01
   8.159116E-02 -2.934045E+01
   8.270203E-02 -2.923918E+01
   8.381290E-02 -2.913832E+01
   8.492377E-02 -2.903787E+01
   8.603464E-02 -2.893782E+01
   8.743477E-02 -2.881231E+01
   8.883489E-02 -2.868744E+01
   9.023501E-02 -2.856321E+01
   9.163513E-02 -2.843961E+01
   9.443538E-02 -2.819433E+01
   9.583550E-02 -2.807263E+01
   9.723562E-02 -2.795156E+01
   9.863574E-02 -2.783112E+01
   1.000359E-01 -2.771130E+01
   1.014360E-01 -2.759210E+01
   1.028361E-01 -2.747351E+01
   1.035362E-01 -2.741445E+01
   1.042362E-01 -2.735555E+01
   1.056364E-01 -2.723819E+01
   1.070365E-01 -2.712144E+01
   1.084366E-01 -2.700531E+01
   1.093189E-01 -2.693243E+01
   1.102013E-01 -2.685979E+01
   1.119660E-01 -2.671523E+01
   1.137307E-01 -2.657162E+01
   1.154954E-01 -2.642896E+01
   1.163777E-01 -2.635798E+01
   1.172600E-01 -2.628724E+01
   1.181424E-01 -2.621674E+01
   1.190247E-01 -2.614646E+01
   1.207894E-01 -2.600662E+01
   1.225541E-01 -2.586770E+01
   1.234365E-01 -2.579859E+01
   1.243188E-01 -2.572970E+01
   1.252012E-01 -2.566105E+01
   1.260835E-01 -2.559263E+01
   1.278482E-01 -2.545647E+01
   1.296129E-01 -2.532122E+01
   1.313776E-01 -2.518688E+01
   1.331423E-01 -2.505344E+01
   1.349069E-01 -2.492089E+01
   1.357893E-01 -2.485496E+01
   1.366716E-01 -2.478924E+01
   1.377837E-01 -2.470674E+01
   1.388958E-01 -2.462458E+01
   1.400079E-01 -2.454278E+01
   1.411200E-01 -2.446132E+01
   1.422321E-01 -2.438021E+01
   1.433442E-01 -2.429945E+01
   1.444563E-01 -2.421904E+01
   1.455684E-01 -2.413898E+01
   1.466805E-01 -2.405925E+01
   1.477926E-01 -2.397987E+01
   1.489047E-01 -2.390084E+01
   1.500167E-01 -2.382214E+01
   1.511288E-01 -2.374379E+01
   1.522409E-01 -2.366578E+01
   1.544651E-01 -2.351076E+01
   1.555772E-01 -2.343376E+01
   1.566893E-01 -2.335709E+01
   1.578014E-01 -2.328076E+01
   1.589135E-01 -2.320476E+01
   1.600256E-01 -2.312909E+01
   1.611377E-01 -2.305376E+01
   1.622498E-01 -2.297875E+01
   1.633619E-01 -2.290408E+01
   1.644739E-01 -2.282973E+01
   1.655860E-01 -2.275571E+01
   1.666981E-01 -2.268202E+01
   1.678102E-01 -2.260866E+01
   1.700344E-01 -2.246290E+01
   1.711465E-01 -2.239050E+01
   1.722586E-01 -2.231843E+01
   1.736603E-01 -2.222805E+01
   1.750619E-01 -2.213818E+01
   1.764636E-01 -2.204881E+01
   1.778652E-01 -2.195995E+01
   1.792669E-01 -2.187159E+01
   1.806686E-01 -2.178373E+01
   1.820702E-01 -2.169637E+01
   1.834719E-01 -2.160951E+01
   1.841727E-01 -2.156626E+01
   1.848736E-01 -2.152314E+01
   1.862752E-01 -2.143727E+01
   1.876769E-01 -2.135189E+01
   1.890785E-01 -2.126700E+01
   1.904802E-01 -2.118259E+01
   1.918819E-01 -2.109868E+01
   1.932835E-01 -2.101525E+01
   1.946852E-01 -2.093230E+01
   1.960869E-01 -2.084984E+01
   1.967877E-01 -2.080878E+01
   1.974885E-01 -2.076785E+01
   1.988902E-01 -2.068635E+01
   2.002918E-01 -2.060532E+01
   2.016935E-01 -2.052476E+01
   2.030952E-01 -2.044468E+01
   2.044968E-01 -2.036507E+01
   2.058985E-01 -2.028593E+01
   2.073002E-01 -2.020726E+01
   2.087018E-01 -2.012906E+01
   2.101035E-01 -2.005132E+01
   2.115051E-01 -1.997405E+01
   2.129068E-01 -1.989723E+01
   2.143085E-01 -1.982088E+01
   2.157101E-01 -1.974499E+01
   2.171118E-01 -1.966956E+01
   2.188784E-01 -1.957513E+01
   2.197617E-01 -1.952818E+01
   2.206451E-01 -1.948142E+01
   2.215284E-01 -1.943484E+01
   2.224117E-01 -1.938843E+01
   2.241783E-01 -1.929616E+01
   2.259450E-01 -1.920460E+01
   2.268283E-01 -1.915909E+01
   2.277116E-01 -1.911375E+01
   2.285949E-01 -1.906859E+01
   2.294782E-01 -1.902360E+01
   2.312448E-01 -1.893416E+01
   2.321282E-01 -1.888970E+01
   2.330115E-01 -1.884542E+01
   2.338948E-01 -1.880131E+01
   2.347781E-01 -1.875738E+01
   2.365447E-01 -1.867003E+01
   2.383114E-01 -1.858337E+01
   2.391947E-01 -1.854030E+01
   2.400780E-01 -1.849740E+01
   2.409613E-01 -1.845468E+01
   2.418446E-01 -1.841212E+01
   2.436113E-01 -1.832752E+01
   2.453779E-01 -1.824360E+01
   2.471445E-01 -1.816036E+01
   2.480278E-01 -1.811900E+01
   2.489112E-01 -1.807780E+01
   2.506778E-01 -1.799591E+01
   2.524444E-01 -1.791468E+01
   2.533277E-01 -1.787432E+01
   2.542111E-01 -1.783413E+01
   2.550944E-01 -1.779410E+01
   2.559777E-01 -1.775423E+01
   2.577443E-01 -1.767500E+01
   2.595109E-01 -1.759643E+01
   2.612776E-01 -1.751852E+01
   2.630442E-01 -1.744126E+01
   2.639275E-01 -1.740287E+01
   2.648108E-01 -1.736465E+01
   2.665775E-01 -1.728869E+01
   2.674608E-01 -1.725095E+01
   2.683441E-01 -1.721337E+01
   2.692274E-01 -1.717596E+01
   2.701107E-01 -1.713870E+01
   2.718774E-01 -1.706467E+01
   2.736440E-01 -1.699128E+01
   2.747573E-01 -1.694535E+01
   2.758706E-01 -1.689968E+01
   2.769839E-01 -1.685426E+01
   2.780973E-01 -1.680909E+01
   2.803239E-01 -1.671950E+01
   2.814372E-01 -1.667508E+01
   2.825505E-01 -1.663091E+01
   2.836638E-01 -1.658698E+01
   2.847772E-01 -1.654331E+01
   2.858905E-01 -1.649987E+01
   2.870038E-01 -1.645669E+01
   2.881171E-01 -1.641375E+01
   2.892304E-01 -1.637105E+01
   2.903437E-01 -1.632860E+01
   2.914571E-01 -1.628639E+01
   2.925704E-01 -1.624443E+01
   2.936837E-01 -1.620271E+01
   2.959103E-01 -1.611999E+01
   2.970236E-01 -1.607899E+01
   2.981370E-01 -1.603823E+01
   2.992503E-01 -1.599771E+01
   3.003636E-01 -1.595743E+01
   3.014769E-01 -1.591739E+01
   3.025902E-01 -1.587759E+01
   3.037035E-01 -1.583802E+01
   3.048168E-01 -1.579869E+01
   3.070435E-01 -1.572074E+01
   3.081568E-01 -1.568211E+01
   3.092701E-01 -1.564372E+01
   3.114967E-01 -1.556765E+01
   3.126101E-01 -1.552996E+01
   3.137234E-01 -1.549250E+01
   3.148367E-01 -1.545527E+01
   3.159500E-01 -1.541828E+01
   3.181766E-01 -1.534498E+01
   3.192900E-01 -1.530867E+01
   3.204033E-01 -1.527260E+01
   3.215166E-01 -1.523675E+01
   3.226299E-01 -1.520113E+01
   3.248565E-01 -1.513057E+01
   3.270832E-01 -1.506092E+01
   3.281965E-01 -1.502643E+01
   3.293098E-01 -1.499216E+01
   3.304231E-01 -1.495812E+01
   3.315364E-01 -1.492430E+01
   3.337631E-01 -1.485733E+01
   3.348764E-01 -1.482418E+01
   3.359897E-01 -1.479125E+01
   3.371030E-01 -1.475855E+01
   3.382163E-01 -1.472606E+01
   3.393296E-01 -1.469379E+01
   3.404430E-01 -1.466174E+01
   3.415563E-01 -1.462991E+01
   3.426696E-01 -1.459829E+01
   3.437829E-01 -1.456690E+01
   3.448962E-01 -1.453572E+01
   3.462994E-01 -1.449673E+01
   3.477026E-01 -1.445808E+01
   3.491058E-01 -1.441978E+01
   3.505090E-01 -1.438181E+01
   3.519122E-01 -1.434419E+01
   3.533155E-01 -1.430690E+01
   3.547187E-01 -1.426995E+01
   3.561219E-01 -1.423334E+01
   3.575251E-01 -1.419706E+01
   3.589283E-01 -1.416112E+01
   3.603315E-01 -1.412551E+01
   3.617347E-01 -1.409023E+01
   3.645411E-01 -1.402066E+01
   3.659443E-01 -1.398637E+01
   3.673475E-01 -1.395241E+01
   3.701539E-01 -1.388547E+01
   3.715571E-01 -1.385248E+01
   3.729603E-01 -1.381982E+01
   3.757667E-01 -1.375547E+01
   3.771699E-01 -1.372377E+01
   3.785731E-01 -1.369239E+01
   3.799763E-01 -1.366133E+01
   3.813795E-01 -1.363058E+01
   3.827827E-01 -1.360016E+01
   3.841860E-01 -1.357004E+01
   3.855892E-01 -1.354024E+01
   3.869924E-01 -1.351075E+01
   3.883956E-01 -1.348157E+01
   3.897988E-01 -1.345271E+01
   3.912020E-01 -1.342415E+01
   3.926052E-01 -1.339590E+01
   3.940084E-01 -1.336795E+01
   3.954116E-01 -1.334032E+01
   3.982180E-01 -1.328595E+01
   4.010244E-01 -1.323279E+01
   4.024276E-01 -1.320667E+01
   4.038308E-01 -1.318084E+01
   4.052340E-01 -1.315530E+01
   4.066372E-01 -1.313007E+01
   4.122500E-01 -1.303206E+01
   4.136532E-01 -1.300828E+01
   4.150565E-01 -1.298480E+01
   4.164597E-01 -1.296160E+01
   4.178629E-01 -1.293869E+01
   4.206693E-01 -1.289371E+01
   4.234757E-01 -1.284987E+01
   4.248789E-01 -1.282837E+01
   4.262821E-01 -1.280715E+01
   4.276853E-01 -1.278621E+01
   4.290885E-01 -1.276554E+01
   4.318949E-01 -1.272503E+01
   4.347013E-01 -1.268560E+01
   4.382385E-01 -1.263744E+01
   4.417756E-01 -1.259096E+01
   4.435442E-01 -1.256835E+01
   4.453128E-01 -1.254615E+01
   4.470813E-01 -1.252437E+01
   4.488499E-01 -1.250299E+01
   4.506185E-01 -1.248201E+01
   4.523871E-01 -1.246143E+01
   4.541556E-01 -1.244126E+01
   4.559242E-01 -1.242148E+01
   4.594614E-01 -1.238309E+01
   4.612299E-01 -1.236447E+01
   4.629985E-01 -1.234624E+01
   4.647671E-01 -1.232839E+01
   4.665357E-01 -1.231091E+01
   4.683042E-01 -1.229380E+01
   4.700728E-01 -1.227707E+01
   4.718414E-01 -1.226070E+01
   4.736100E-01 -1.224469E+01
   4.753785E-01 -1.222904E+01
   4.771471E-01 -1.221374E+01
   4.789157E-01 -1.219880E+01
   4.806843E-01 -1.218420E+01
   4.824528E-01 -1.216995E+01
   4.842214E-01 -1.215604E+01
   4.859900E-01 -1.214247E+01
   4.877586E-01 -1.212923E+01
   4.895271E-01 -1.211631E+01
   4.912957E-01 -1.210373E+01
   4.930643E-01 -1.209146E+01
   4.948329E-01 -1.207951E+01
   4.966014E-01 -1.206788E+01
   4.983700E-01 -1.205655E+01
   5.001386E-01 -1.204553E+01
   5.019072E-01 -1.203481E+01
   5.036757E-01 -1.202438E+01
   5.054443E-01 -1.201425E+01
   5.072129E-01 -1.200440E+01
   5.089815E-01 -1.199484E+01
   5.107500E-01 -1.198556E+01
   5.125186E-01 -1.197655E+01
   5.142872E-01 -1.196782E+01
   5.160558E-01 -1.195934E+01
   5.195929E-01 -1.194318E+01
   5.213615E-01 -1.193547E+01
   5.231301E-01 -1.192802E+01
   5.248986E-01 -1.192080E+01
   5.266672E-01 -1.191383E+01
   5.284358E-01 -1.190708E+01
   5.302044E-01 -1.190056E+01
   5.319729E-01 -1.189426E+01
   5.337415E-01 -1.188819E+01
   5.355101E-01 -1.188232E+01
   5.372787E-01 -1.187666E+01
   5.390472E-01 -1.187120E+01
   5.408158E-01 -1.186594E+01
   5.425844E-01 -1.186086E+01
   5.443530E-01 -1.185598E+01
   5.461215E-01 -1.185127E+01
   5.478901E-01 -1.184674E+01
   5.501192E-01 -1.184127E+01
   5.523483E-01 -1.183606E+01
   5.545774E-01 -1.183109E+01
   5.568064E-01 -1.182636E+01
   5.590355E-01 -1.182185E+01
   5.612646E-01 -1.181755E+01
   5.634937E-01 -1.181345E+01
   5.657228E-01 -1.180955E+01
   5.679519E-01 -1.180582E+01
   5.701809E-01 -1.180225E+01
   5.724100E-01 -1.179883E+01
   5.746391E-01 -1.179556E+01
   5.768682E-01 -1.179241E+01
   5.790973E-01 -1.178938E+01
   5.813263E-01 -1.178646E+01
   5.835554E-01 -1.178362E+01
   5.857845E-01 -1.178086E+01
   5.880136E-01 -1.177817E+01
   5.902427E-01 -1.177553E+01
   5.924718E-01 -1.177293E+01
   5.947008E-01 -1.177036E+01
   5.969299E-01 -1.176780E+01
   5.980445E-01 -1.176652E+01
   5.991590E-01 -1.176524E+01
   6.013881E-01 -1.176267E+01
   6.036172E-01 -1.176008E+01
   6.058462E-01 -1.175745E+01
   6.080753E-01 -1.175477E+01
   6.103044E-01 -1.175202E+01
   6.125335E-01 -1.174920E+01
   6.147626E-01 -1.174629E+01
   6.169917E-01 -1.174328E+01
   6.192207E-01 -1.174015E+01
   6.214498E-01 -1.173689E+01
   6.236789E-01 -1.173350E+01
   6.259080E-01 -1.172995E+01
   6.281371E-01 -1.172623E+01
   6.303661E-01 -1.172233E+01
   6.325952E-01 -1.171824E+01
   6.348243E-01 -1.171395E+01
   6.370534E-01 -1.170944E+01
   6.392825E-01 -1.170469E+01
   6.415116E-01 -1.169971E+01
   6.437406E-01 -1.169448E+01
   6.459697E-01 -1.168897E+01
   6.481988E-01 -1.168319E+01
   6.504279E-01 -1.167713E+01
   6.526570E-01 -1.167076E+01
   6.548860E-01 -1.166408E+01
   6.571151E-01 -1.165707E+01
   6.593442E-01 -1.164973E+01
   6.604587E-01 -1.164593E+01
   6.615733E-01 -1.164205E+01
   6.626878E-01 -1.163807E+01
   6.638024E-01 -1.163401E+01
   6.649169E-01 -1.162985E+01
   6.660315E-01 -1.162560E+01
   6.671460E-01 -1.162126E+01
   6.682605E-01 -1.161682E+01
   6.693751E-01 -1.161228E+01
   6.704896E-01 -1.160765E+01
   6.716042E-01 -1.160292E+01
   6.727187E-01 -1.159808E+01
   6.738332E-01 -1.159315E+01
   6.749478E-01 -1.158812E+01
   6.760623E-01 -1.158298E+01
   6.771769E-01 -1.157773E+01
   6.782914E-01 -1.157238E+01
   6.794059E-01 -1.156693E+01
   6.805205E-01 -1.156136E+01
   6.816350E-01 -1.155569E+01
   6.827496E-01 -1.154991E+01
   6.838641E-01 -1.154401E+01
   6.849786E-01 -1.153801E+01
   6.860932E-01 -1.153189E+01
   6.872077E-01 -1.152565E+01
   6.883223E-01 -1.151931E+01
   6.894368E-01 -1.151284E+01
   6.905514E-01 -1.150627E+01
   6.919561E-01 -1.149781E+01
   6.933608E-01 -1.148916E+01
   6.947656E-01 -1.148032E+01
   6.961703E-01 -1.147129E+01
   6.975751E-01 -1.146207E+01
   6.989798E-01 -1.145266E+01
   7.003846E-01 -1.144305E+01
   7.017893E-01 -1.143324E+01
   7.031941E-01 -1.142324E+01
   7.045988E-01 -1.141303E+01
   7.053012E-01 -1.140786E+01
   7.060036E-01 -1.140263E+01
   7.074083E-01 -1.139202E+01
   7.088131E-01 -1.138121E+01
   7.095155E-01 -1.137573E+01
   7.102178E-01 -1.137020E+01
   7.116226E-01 -1.135899E+01
   7.130273E-01 -1.134757E+01
   7.144321E-01 -1.133594E+01
   7.158368E-01 -1.132411E+01
   7.172416E-01 -1.131207E+01
   7.186463E-01 -1.129982E+01
   7.200511E-01 -1.128737E+01
   7.214558E-01 -1.127471E+01
   7.228606E-01 -1.126184E+01
   7.242653E-01 -1.124875E+01
   7.256701E-01 -1.123547E+01
   7.270748E-01 -1.122197E+01
   7.284796E-01 -1.120826E+01
   7.298843E-01 -1.119434E+01
   7.312891E-01 -1.118021E+01
   7.326938E-01 -1.116588E+01
   7.340985E-01 -1.115133E+01
   7.355033E-01 -1.113658E+01
   7.369080E-01 -1.112162E+01
   7.383128E-01 -1.110645E+01
   7.397175E-01 -1.109107E+01
   7.411223E-01 -1.107549E+01
   7.425270E-01 -1.105970E+01
   7.439318E-01 -1.104370E+01
   7.453365E-01 -1.102750E+01
   7.467413E-01 -1.101110E+01
   7.481460E-01 -1.099449E+01
   7.495508E-01 -1.097768E+01
   7.509555E-01 -1.096067E+01
   7.523603E-01 -1.094346E+01
   7.537650E-01 -1.092606E+01
   7.551698E-01 -1.090845E+01
   7.565745E-01 -1.089065E+01
   7.579793E-01 -1.087265E+01
   7.593840E-01 -1.085447E+01
   7.607888E-01 -1.083609E+01
   7.614911E-01 -1.082682E+01
   7.621935E-01 -1.081752E+01
   7.635983E-01 -1.079876E+01
   7.650030E-01 -1.077981E+01
   7.664078E-01 -1.076068E+01
   7.678125E-01 -1.074137E+01
   7.692173E-01 -1.072187E+01
   7.699196E-01 -1.071206E+01
   7.706220E-01 -1.070220E+01
   7.720268E-01 -1.068235E+01
   7.734315E-01 -1.066232E+01
   7.741339E-01 -1.065224E+01
   7.748363E-01 -1.064212E+01
   7.762410E-01 -1.062175E+01
   7.776457E-01 -1.060121E+01
   7.790505E-01 -1.058050E+01
   7.804552E-01 -1.055963E+01
   7.818600E-01 -1.053860E+01
   7.832647E-01 -1.051741E+01
   7.846695E-01 -1.049606E+01
   7.860742E-01 -1.047456E+01
   7.874790E-01 -1.045290E+01
   7.888837E-01 -1.043110E+01
   7.902885E-01 -1.040915E+01
   7.916932E-01 -1.038705E+01
   7.930980E-01 -1.036482E+01
   7.945027E-01 -1.034244E+01
   7.959075E-01 -1.031993E+01
   7.973122E-01 -1.029729E+01
   7.987170E-01 -1.027452E+01
   8.001217E-01 -1.025162E+01
   8.015265E-01 -1.022860E+01
   8.029312E-01 -1.020545E+01
   8.043360E-01 -1.018219E+01
   8.057407E-01 -1.015881E+01
   8.071455E-01 -1.013532E+01
   8.085502E-01 -1.011172E+01
   8.099550E-01 -1.008802E+01
   8.113597E-01 -1.006421E+01
   8.127645E-01 -1.004031E+01
   8.141692E-01 -1.001630E+01
   8.169787E-01 -9.968021E+00
   8.197882E-01 -9.919390E+00
   8.225977E-01 -9.870438E+00
   8.254072E-01 -9.821188E+00
   8.268119E-01 -9.796461E+00
   8.282167E-01 -9.771668E+00
   8.296214E-01 -9.746815E+00
   8.310262E-01 -9.721903E+00
   8.324309E-01 -9.696937E+00
   8.338357E-01 -9.671919E+00
   8.352404E-01 -9.646852E+00
   8.366452E-01 -9.621740E+00
   8.380499E-01 -9.596586E+00
   8.394547E-01 -9.571393E+00
   8.408594E-01 -9.546165E+00
   8.422642E-01 -9.520903E+00
   8.436689E-01 -9.495612E+00
   8.450737E-01 -9.470295E+00
   8.464784E-01 -9.444954E+00
   8.478832E-01 -9.419593E+00
   8.492879E-01 -9.394214E+00
   8.506927E-01 -9.368821E+00
   8.520974E-01 -9.343417E+00
   8.535022E-01 -9.318005E+00
   8.549069E-01 -9.292587E+00
   8.563117E-01 -9.267166E+00
   8.577164E-01 -9.241746E+00
   8.591211E-01 -9.216329E+00
   8.605259E-01 -9.190918E+00
   8.619306E-01 -9.165516E+00
   8.633354E-01 -9.140125E+00
   8.647401E-01 -9.114748E+00
   8.661449E-01 -9.089388E+00
   8.675496E-01 -9.064048E+00
   8.689544E-01 -9.038730E+00
   8.703591E-01 -9.013436E+00
   8.721297E-01 -8.981595E+00
   8.739002E-01 -8.949802E+00
   8.756707E-01 -8.918062E+00
   8.774412E-01 -8.886380E+00
   8.792117E-01 -8.854760E+00
   8.809823E-01 -8.823206E+00
   8.827528E-01 -8.791724E+00
   8.836380E-01 -8.776011E+00
   8.845233E-01 -8.760317E+00
   8.862938E-01 -8.728989E+00
   8.880643E-01 -8.697745E+00
   8.898349E-01 -8.666589E+00
   8.916054E-01 -8.635524E+00
   8.924906E-01 -8.620027E+00
   8.933759E-01 -8.604554E+00
   8.942612E-01 -8.589105E+00
   8.951464E-01 -8.573682E+00
   8.969169E-01 -8.542913E+00
   8.986875E-01 -8.512249E+00
   9.004580E-01 -8.481694E+00
   9.022285E-01 -8.451250E+00
   9.039990E-01 -8.420922E+00
   9.048843E-01 -8.405801E+00
   9.057696E-01 -8.390711E+00
   9.075401E-01 -8.360620E+00
   9.093106E-01 -8.330653E+00
   9.110811E-01 -8.300811E+00
   9.128516E-01 -8.271097E+00
   9.146222E-01 -8.241513E+00
   9.155074E-01 -8.226770E+00
   9.163927E-01 -8.212062E+00
   9.181632E-01 -8.182745E+00
   9.199337E-01 -8.153564E+00
   9.217042E-01 -8.124522E+00
   9.234748E-01 -8.095621E+00
   9.252453E-01 -8.066861E+00
   9.270158E-01 -8.038244E+00
   9.287863E-01 -8.009772E+00
   9.305568E-01 -7.981446E+00
   9.323274E-01 -7.953267E+00
   9.340979E-01 -7.925236E+00
   9.358684E-01 -7.897356E+00
   9.376389E-01 -7.869625E+00
   9.394094E-01 -7.842046E+00
   9.411800E-01 -7.814619E+00
   9.429505E-01 -7.787345E+00
   9.447210E-01 -7.760225E+00
   9.464915E-01 -7.733258E+00
   9.482621E-01 -7.706446E+00
   9.500326E-01 -7.679789E+00
   9.518031E-01 -7.653287E+00
   9.535736E-01 -7.626940E+00
   9.553441E-01 -7.600749E+00
   9.571147E-01 -7.574713E+00
   9.588852E-01 -7.548834E+00
   9.606557E-01 -7.523110E+00
   9.624262E-01 -7.497542E+00
   9.641967E-01 -7.472129E+00
   9.659673E-01 -7.446872E+00
   9.677378E-01 -7.421770E+00
   9.695083E-01 -7.396823E+00
   9.712788E-01 -7.372031E+00
   9.730493E-01 -7.347392E+00
   9.748199E-01 -7.322908E+00
   9.765904E-01 -7.298577E+00
   9.783609E-01 -7.274398E+00
   9.801314E-01 -7.250373E+00
   9.819019E-01 -7.226498E+00
   9.836725E-01 -7.202775E+00
   9.854430E-01 -7.179203E+00
   9.872135E-01 -7.155781E+00
   9.889840E-01 -7.132507E+00
   9.907546E-01 -7.109383E+00
   9.925251E-01 -7.086406E+00
   9.942956E-01 -7.063576E+00
   9.960661E-01 -7.040892E+00
   9.978366E-01 -7.018354E+00
   9.996072E-01 -6.995961E+00
   1.001378E+00 -6.973712E+00
   1.003148E+00 -6.951605E+00
   1.004919E+00 -6.929641E+00
   1.008460E+00 -6.886136E+00
