# Potential function.
#  r             r*V(r)
   1.000961E-02 -3.682376E+01
   1.001826E-02 -3.682281E+01
   1.002691E-02 -3.682186E+01
   1.004421E-02 -3.681995E+01
   1.006151E-02 -3.681804E+01
   1.009611E-02 -3.681423E+01
   1.016531E-02 -3.680662E+01
   1.030371E-02 -3.679141E+01
   1.044211E-02 -3.677625E+01
   1.071891E-02 -3.674604E+01
   1.141667E-02 -3.667059E+01
   1.211442E-02 -3.659620E+01
   1.350994E-02 -3.645078E+01
   1.526881E-02 -3.627445E+01
   1.702769E-02 -3.610664E+01
   1.924455E-02 -3.590856E+01
   2.035298E-02 -3.581560E+01
   2.146141E-02 -3.572698E+01
   2.285846E-02 -3.562179E+01
   2.425550E-02 -3.552422E+01
   2.495403E-02 -3.547843E+01
   2.565255E-02 -3.543471E+01
   2.635107E-02 -3.539309E+01
   2.704960E-02 -3.535365E+01
   2.793000E-02 -3.530711E+01
   2.881041E-02 -3.526419E+01
   2.969082E-02 -3.522501E+01
   3.057122E-02 -3.518967E+01
   3.145163E-02 -3.515827E+01
   3.233204E-02 -3.513092E+01
   3.321244E-02 -3.510772E+01
   3.409285E-02 -3.508877E+01
   3.464768E-02 -3.507906E+01
   3.520250E-02 -3.507111E+01
   3.575733E-02 -3.506494E+01
   3.631215E-02 -3.506058E+01
   3.686697E-02 -3.505806E+01
   3.742180E-02 -3.505740E+01
   3.797662E-02 -3.505862E+01
   3.853145E-02 -3.506176E+01
   3.964110E-02 -3.507387E+01
   4.075075E-02 -3.509395E+01
   4.186040E-02 -3.512221E+01
   4.297005E-02 -3.515884E+01
   4.331969E-02 -3.517215E+01
   4.366934E-02 -3.518633E+01
   4.436863E-02 -3.521727E+01
   4.576721E-02 -3.528976E+01
   4.646651E-02 -3.533141E+01
   4.716580E-02 -3.537673E+01
   4.786509E-02 -3.542577E+01
   4.856438E-02 -3.547859E+01
   5.136155E-02 -3.572864E+01
   5.206084E-02 -3.580111E+01
   5.276013E-02 -3.587767E+01
   5.345942E-02 -3.595836E+01
   5.415871E-02 -3.604324E+01
   5.504009E-02 -3.615627E+01
   5.592146E-02 -3.627614E+01
   5.636215E-02 -3.633868E+01
   5.680284E-02 -3.640296E+01
   5.724353E-02 -3.646900E+01
   5.768421E-02 -3.653682E+01
   5.812490E-02 -3.660643E+01
   5.856559E-02 -3.667784E+01
   5.900628E-02 -3.675106E+01
   5.944697E-02 -3.682610E+01
   5.988765E-02 -3.690299E+01
   6.032834E-02 -3.698173E+01
   6.076903E-02 -3.706233E+01
   6.120972E-02 -3.714481E+01
   6.209109E-02 -3.731545E+01
   6.253178E-02 -3.740364E+01
   6.297247E-02 -3.749376E+01
   6.385384E-02 -3.767983E+01
   6.429453E-02 -3.777581E+01
   6.473522E-02 -3.787377E+01
   6.561659E-02 -3.807568E+01
   6.605728E-02 -3.817966E+01
   6.649797E-02 -3.828567E+01
   6.826072E-02 -3.873025E+01
   6.881615E-02 -3.887723E+01
   6.937159E-02 -3.902757E+01
   6.992702E-02 -3.918129E+01
   7.048246E-02 -3.933840E+01
   7.159333E-02 -3.966294E+01
   7.270420E-02 -4.000137E+01
   7.325963E-02 -4.017587E+01
   7.381507E-02 -4.035391E+01
   7.437051E-02 -4.053553E+01
   7.492594E-02 -4.072074E+01
   7.603681E-02 -4.110207E+01
   7.714768E-02 -4.149809E+01
   7.770312E-02 -4.170167E+01
   7.825855E-02 -4.190900E+01
   7.881399E-02 -4.212009E+01
   7.936942E-02 -4.233497E+01
   8.159116E-02 -4.323292E+01
   8.214660E-02 -4.346712E+01
   8.270203E-02 -4.370526E+01
   8.325747E-02 -4.394735E+01
   8.381290E-02 -4.419342E+01
   8.492377E-02 -4.469760E+01
   8.603464E-02 -4.521797E+01
   8.743477E-02 -4.589718E+01
   8.883489E-02 -4.660275E+01
   8.953495E-02 -4.696552E+01
   9.023501E-02 -4.733502E+01
   9.093507E-02 -4.771128E+01
   9.163513E-02 -4.809434E+01
   9.233519E-02 -4.848424E+01
   9.303525E-02 -4.888103E+01
   9.373532E-02 -4.928475E+01
   9.443538E-02 -4.969543E+01
   9.583550E-02 -5.053783E+01
   9.653556E-02 -5.096964E+01
   9.723562E-02 -5.140856E+01
   9.793568E-02 -5.185464E+01
   9.863574E-02 -5.230790E+01
   1.000359E-01 -5.323613E+01
   1.007359E-01 -5.371117E+01
   1.014360E-01 -5.419353E+01
   1.021360E-01 -5.468325E+01
   1.028361E-01 -5.518036E+01
   1.035362E-01 -5.568488E+01
   1.042362E-01 -5.619686E+01
   1.056364E-01 -5.724325E+01
   1.063364E-01 -5.777773E+01
   1.070365E-01 -5.831976E+01
   1.077365E-01 -5.886938E+01
   1.084366E-01 -5.942659E+01
   1.093189E-01 -6.013975E+01
   1.102013E-01 -6.086507E+01
   1.110836E-01 -6.160258E+01
   1.119660E-01 -6.235231E+01
   1.128483E-01 -6.311430E+01
   1.137307E-01 -6.388858E+01
   1.146130E-01 -6.467517E+01
   1.154954E-01 -6.547409E+01
   1.163777E-01 -6.628536E+01
   1.172600E-01 -6.710900E+01
   1.181424E-01 -6.794501E+01
   1.190247E-01 -6.879339E+01
   1.199071E-01 -6.965416E+01
   1.207894E-01 -7.052730E+01
   1.216718E-01 -7.141281E+01
   1.225541E-01 -7.231067E+01
   1.234365E-01 -7.322087E+01
   1.243188E-01 -7.414338E+01
   1.247600E-01 -7.460924E+01
   1.252012E-01 -7.507817E+01
   1.260835E-01 -7.602521E+01
   1.269658E-01 -7.698447E+01
   1.278482E-01 -7.795589E+01
   1.287305E-01 -7.893942E+01
   1.296129E-01 -7.993501E+01
   1.300540E-01 -8.043731E+01
   1.304952E-01 -8.094260E+01
   1.313776E-01 -8.196210E+01
   1.318187E-01 -8.247630E+01
   1.322599E-01 -8.299345E+01
   1.327011E-01 -8.351355E+01
   1.331423E-01 -8.403657E+01
   1.335834E-01 -8.456251E+01
   1.340246E-01 -8.509135E+01
   1.349069E-01 -8.615771E+01
   1.353481E-01 -8.669519E+01
   1.357893E-01 -8.723553E+01
   1.362305E-01 -8.777871E+01
   1.366716E-01 -8.832471E+01
   1.372277E-01 -8.901688E+01
   1.377837E-01 -8.971348E+01
   1.383398E-01 -9.041447E+01
   1.388958E-01 -9.111983E+01
   1.400079E-01 -9.254349E+01
   1.405640E-01 -9.326171E+01
   1.408420E-01 -9.362241E+01
   1.411200E-01 -9.398415E+01
   1.416761E-01 -9.471076E+01
   1.422321E-01 -9.544149E+01
   1.427881E-01 -9.617631E+01
   1.433442E-01 -9.691516E+01
   1.439002E-01 -9.765801E+01
   1.444563E-01 -9.840480E+01
   1.450123E-01 -9.915549E+01
   1.452904E-01 -9.953227E+01
   1.455684E-01 -9.991001E+01
   1.461244E-01 -1.006683E+02
   1.466805E-01 -1.014304E+02
   1.472365E-01 -1.021961E+02
   1.477926E-01 -1.029655E+02
   1.483486E-01 -1.037384E+02
   1.489047E-01 -1.045148E+02
   1.494607E-01 -1.052946E+02
   1.500167E-01 -1.060779E+02
   1.502948E-01 -1.064707E+02
   1.505728E-01 -1.068644E+02
   1.511288E-01 -1.076542E+02
   1.516849E-01 -1.084471E+02
   1.522409E-01 -1.092432E+02
   1.527970E-01 -1.100423E+02
   1.533530E-01 -1.108443E+02
   1.539091E-01 -1.116492E+02
   1.544651E-01 -1.124569E+02
   1.550212E-01 -1.132674E+02
   1.555772E-01 -1.140805E+02
   1.558552E-01 -1.144880E+02
   1.561333E-01 -1.148961E+02
   1.566893E-01 -1.157142E+02
   1.572453E-01 -1.165347E+02
   1.578014E-01 -1.173575E+02
   1.583574E-01 -1.181825E+02
   1.589135E-01 -1.190096E+02
   1.594695E-01 -1.198388E+02
   1.600256E-01 -1.206698E+02
   1.605816E-01 -1.215027E+02
   1.611377E-01 -1.223373E+02
   1.616937E-01 -1.231736E+02
   1.622498E-01 -1.240114E+02
   1.628058E-01 -1.248506E+02
   1.633619E-01 -1.256911E+02
   1.639179E-01 -1.265328E+02
   1.644739E-01 -1.273756E+02
   1.650300E-01 -1.282193E+02
   1.655860E-01 -1.290640E+02
   1.661421E-01 -1.299093E+02
   1.666981E-01 -1.307554E+02
   1.672542E-01 -1.316019E+02
   1.678102E-01 -1.324488E+02
   1.683663E-01 -1.332959E+02
   1.689223E-01 -1.341432E+02
   1.692003E-01 -1.345669E+02
   1.694784E-01 -1.349906E+02
   1.700344E-01 -1.358378E+02
   1.705905E-01 -1.366847E+02
   1.711465E-01 -1.375312E+02
   1.717026E-01 -1.383773E+02
   1.722586E-01 -1.392227E+02
   1.726090E-01 -1.397550E+02
   1.729594E-01 -1.402870E+02
   1.733098E-01 -1.408186E+02
   1.736603E-01 -1.413498E+02
   1.743611E-01 -1.424108E+02
   1.750619E-01 -1.434696E+02
   1.757628E-01 -1.445261E+02
   1.764636E-01 -1.455798E+02
   1.771644E-01 -1.466305E+02
   1.778652E-01 -1.476779E+02
   1.785661E-01 -1.487216E+02
   1.792669E-01 -1.497614E+02
   1.799677E-01 -1.507970E+02
   1.806686E-01 -1.518279E+02
   1.813694E-01 -1.528540E+02
   1.820702E-01 -1.538748E+02
   1.827711E-01 -1.548901E+02
   1.834719E-01 -1.558994E+02
   1.841727E-01 -1.569025E+02
   1.848736E-01 -1.578991E+02
   1.855744E-01 -1.588887E+02
   1.862752E-01 -1.598711E+02
   1.869761E-01 -1.608458E+02
   1.876769E-01 -1.618126E+02
   1.880273E-01 -1.622929E+02
   1.883777E-01 -1.627711E+02
   1.890785E-01 -1.637210E+02
   1.897794E-01 -1.646618E+02
   1.904802E-01 -1.655933E+02
   1.911810E-01 -1.665150E+02
   1.918819E-01 -1.674267E+02
   1.932835E-01 -1.692184E+02
   1.946852E-01 -1.709656E+02
   1.953860E-01 -1.718216E+02
   1.960869E-01 -1.726654E+02
   1.974885E-01 -1.743149E+02
   1.981894E-01 -1.751200E+02
   1.988902E-01 -1.759114E+02
   1.995910E-01 -1.766889E+02
   2.002918E-01 -1.774521E+02
   2.009927E-01 -1.782007E+02
   2.016935E-01 -1.789343E+02
   2.023943E-01 -1.796525E+02
   2.030952E-01 -1.803552E+02
   2.037960E-01 -1.810419E+02
   2.044968E-01 -1.817122E+02
   2.051977E-01 -1.823660E+02
   2.058985E-01 -1.830029E+02
   2.065993E-01 -1.836226E+02
   2.073002E-01 -1.842247E+02
   2.080010E-01 -1.848091E+02
   2.087018E-01 -1.853753E+02
   2.094027E-01 -1.859231E+02
   2.101035E-01 -1.864523E+02
   2.108043E-01 -1.869626E+02
   2.115051E-01 -1.874537E+02
   2.122060E-01 -1.879254E+02
   2.129068E-01 -1.883774E+02
   2.136076E-01 -1.888095E+02
   2.143085E-01 -1.892215E+02
   2.150093E-01 -1.896132E+02
   2.157101E-01 -1.899843E+02
   2.164110E-01 -1.903347E+02
   2.171118E-01 -1.906641E+02
   2.175535E-01 -1.908609E+02
   2.179951E-01 -1.910493E+02
   2.184368E-01 -1.912292E+02
   2.188784E-01 -1.914006E+02
   2.193201E-01 -1.915635E+02
   2.197617E-01 -1.917179E+02
   2.202034E-01 -1.918636E+02
   2.206451E-01 -1.920007E+02
   2.215284E-01 -1.922489E+02
   2.219700E-01 -1.923600E+02
   2.224117E-01 -1.924623E+02
   2.228533E-01 -1.925559E+02
   2.232950E-01 -1.926407E+02
   2.241783E-01 -1.927839E+02
   2.246200E-01 -1.928423E+02
   2.250616E-01 -1.928919E+02
   2.255033E-01 -1.929327E+02
   2.259450E-01 -1.929646E+02
   2.263866E-01 -1.929877E+02
   2.268283E-01 -1.930019E+02
   2.272699E-01 -1.930073E+02
   2.277116E-01 -1.930039E+02
   2.281532E-01 -1.929916E+02
   2.285949E-01 -1.929705E+02
   2.290366E-01 -1.929406E+02
   2.294782E-01 -1.929018E+02
   2.299199E-01 -1.928543E+02
   2.303615E-01 -1.927980E+02
   2.308032E-01 -1.927329E+02
   2.312448E-01 -1.926591E+02
   2.316865E-01 -1.925766E+02
   2.321282E-01 -1.924854E+02
   2.325698E-01 -1.923855E+02
   2.330115E-01 -1.922769E+02
   2.334531E-01 -1.921598E+02
   2.338948E-01 -1.920341E+02
   2.343365E-01 -1.918998E+02
   2.347781E-01 -1.917570E+02
   2.352198E-01 -1.916058E+02
   2.356614E-01 -1.914462E+02
   2.361031E-01 -1.912781E+02
   2.365447E-01 -1.911018E+02
   2.369864E-01 -1.909171E+02
   2.374281E-01 -1.907243E+02
   2.378697E-01 -1.905232E+02
   2.383114E-01 -1.903140E+02
   2.391947E-01 -1.898715E+02
   2.396363E-01 -1.896383E+02
   2.400780E-01 -1.893972E+02
   2.405197E-01 -1.891483E+02
   2.409613E-01 -1.888916E+02
   2.414030E-01 -1.886272E+02
   2.418446E-01 -1.883553E+02
   2.422863E-01 -1.880757E+02
   2.427280E-01 -1.877887E+02
   2.431696E-01 -1.874943E+02
   2.436113E-01 -1.871926E+02
   2.440529E-01 -1.868836E+02
   2.444946E-01 -1.865675E+02
   2.449362E-01 -1.862443E+02
   2.453779E-01 -1.859141E+02
   2.458196E-01 -1.855770E+02
   2.462612E-01 -1.852331E+02
   2.467029E-01 -1.848824E+02
   2.471445E-01 -1.845251E+02
   2.475862E-01 -1.841612E+02
   2.480278E-01 -1.837909E+02
   2.484695E-01 -1.834142E+02
   2.489112E-01 -1.830313E+02
   2.493528E-01 -1.826422E+02
   2.497945E-01 -1.822470E+02
   2.502361E-01 -1.818458E+02
   2.506778E-01 -1.814388E+02
   2.511194E-01 -1.810260E+02
   2.515611E-01 -1.806075E+02
   2.520028E-01 -1.801834E+02
   2.524444E-01 -1.797539E+02
   2.533277E-01 -1.788789E+02
   2.542111E-01 -1.779832E+02
   2.550944E-01 -1.770679E+02
   2.559777E-01 -1.761337E+02
   2.568610E-01 -1.751814E+02
   2.577443E-01 -1.742121E+02
   2.586276E-01 -1.732266E+02
   2.595109E-01 -1.722257E+02
   2.603943E-01 -1.712103E+02
   2.612776E-01 -1.701814E+02
   2.617192E-01 -1.696622E+02
   2.621609E-01 -1.691398E+02
   2.626026E-01 -1.686146E+02
   2.630442E-01 -1.680865E+02
   2.634859E-01 -1.675556E+02
   2.639275E-01 -1.670222E+02
   2.643692E-01 -1.664862E+02
   2.648108E-01 -1.659478E+02
   2.652525E-01 -1.654072E+02
   2.656942E-01 -1.648643E+02
   2.661358E-01 -1.643194E+02
   2.665775E-01 -1.637724E+02
   2.670191E-01 -1.632237E+02
   2.674608E-01 -1.626731E+02
   2.679024E-01 -1.621208E+02
   2.683441E-01 -1.615670E+02
   2.687858E-01 -1.610118E+02
   2.692274E-01 -1.604551E+02
   2.696691E-01 -1.598972E+02
   2.701107E-01 -1.593382E+02
   2.705524E-01 -1.587780E+02
   2.709941E-01 -1.582169E+02
   2.714357E-01 -1.576549E+02
   2.718774E-01 -1.570921E+02
   2.727607E-01 -1.559645E+02
   2.732023E-01 -1.553999E+02
   2.736440E-01 -1.548348E+02
   2.742007E-01 -1.541222E+02
   2.747573E-01 -1.534092E+02
   2.753140E-01 -1.526960E+02
   2.758706E-01 -1.519827E+02
   2.764273E-01 -1.512696E+02
   2.767056E-01 -1.509131E+02
   2.769839E-01 -1.505567E+02
   2.775406E-01 -1.498443E+02
   2.780973E-01 -1.491324E+02
   2.786539E-01 -1.484213E+02
   2.792106E-01 -1.477111E+02
   2.797672E-01 -1.470018E+02
   2.803239E-01 -1.462937E+02
   2.808806E-01 -1.455869E+02
   2.814372E-01 -1.448814E+02
   2.819939E-01 -1.441775E+02
   2.825505E-01 -1.434753E+02
   2.831072E-01 -1.427747E+02
   2.836638E-01 -1.420761E+02
   2.842205E-01 -1.413794E+02
   2.847772E-01 -1.406848E+02
   2.853338E-01 -1.399923E+02
   2.858905E-01 -1.393022E+02
   2.864471E-01 -1.386144E+02
   2.870038E-01 -1.379290E+02
   2.875605E-01 -1.372462E+02
   2.878388E-01 -1.369058E+02
   2.881171E-01 -1.365660E+02
   2.886738E-01 -1.358885E+02
   2.892304E-01 -1.352137E+02
   2.897871E-01 -1.345418E+02
   2.903437E-01 -1.338728E+02
   2.909004E-01 -1.332067E+02
   2.911787E-01 -1.328748E+02
   2.914571E-01 -1.325437E+02
   2.920137E-01 -1.318838E+02
   2.925704E-01 -1.312269E+02
   2.931270E-01 -1.305733E+02
   2.936837E-01 -1.299229E+02
   2.942403E-01 -1.292757E+02
   2.947970E-01 -1.286319E+02
   2.953537E-01 -1.279914E+02
   2.959103E-01 -1.273543E+02
   2.964670E-01 -1.267207E+02
   2.970236E-01 -1.260904E+02
   2.975803E-01 -1.254637E+02
   2.981370E-01 -1.248404E+02
   2.986936E-01 -1.242206E+02
   2.992503E-01 -1.236044E+02
   2.998069E-01 -1.229918E+02
   3.003636E-01 -1.223827E+02
   3.009202E-01 -1.217772E+02
   3.014769E-01 -1.211753E+02
   3.020336E-01 -1.205770E+02
   3.025902E-01 -1.199823E+02
   3.031469E-01 -1.193912E+02
   3.037035E-01 -1.188037E+02
   3.042602E-01 -1.182198E+02
   3.048168E-01 -1.176396E+02
   3.053735E-01 -1.170630E+02
   3.059302E-01 -1.164899E+02
   3.064868E-01 -1.159205E+02
   3.070435E-01 -1.153547E+02
   3.076001E-01 -1.147925E+02
   3.081568E-01 -1.142339E+02
   3.087135E-01 -1.136788E+02
   3.092701E-01 -1.131273E+02
   3.098268E-01 -1.125794E+02
   3.103834E-01 -1.120350E+02
   3.109401E-01 -1.114941E+02
   3.114967E-01 -1.109568E+02
   3.120534E-01 -1.104229E+02
   3.126101E-01 -1.098925E+02
   3.131667E-01 -1.093656E+02
   3.137234E-01 -1.088421E+02
   3.142800E-01 -1.083221E+02
   3.148367E-01 -1.078055E+02
   3.159500E-01 -1.067823E+02
   3.170633E-01 -1.057726E+02
   3.181766E-01 -1.047761E+02
   3.192900E-01 -1.037927E+02
   3.204033E-01 -1.028222E+02
   3.215166E-01 -1.018644E+02
   3.226299E-01 -1.009192E+02
   3.237432E-01 -9.998629E+01
   3.248565E-01 -9.906558E+01
   3.259699E-01 -9.815686E+01
   3.265265E-01 -9.770694E+01
   3.270832E-01 -9.725995E+01
   3.276398E-01 -9.681587E+01
   3.281965E-01 -9.637468E+01
   3.293098E-01 -9.550085E+01
   3.298665E-01 -9.506818E+01
   3.304231E-01 -9.463831E+01
   3.309798E-01 -9.421120E+01
   3.315364E-01 -9.378685E+01
   3.326497E-01 -9.294633E+01
   3.337631E-01 -9.211655E+01
   3.343197E-01 -9.170563E+01
   3.348764E-01 -9.129734E+01
   3.354330E-01 -9.089166E+01
   3.359897E-01 -9.048855E+01
   3.371030E-01 -8.969001E+01
   3.376597E-01 -8.929452E+01
   3.382163E-01 -8.890154E+01
   3.393296E-01 -8.812300E+01
   3.404430E-01 -8.735422E+01
   3.409996E-01 -8.697344E+01
   3.415563E-01 -8.659505E+01
   3.421129E-01 -8.621901E+01
   3.426696E-01 -8.584533E+01
   3.437829E-01 -8.510492E+01
   3.443396E-01 -8.473816E+01
   3.448962E-01 -8.437367E+01
   3.455978E-01 -8.391748E+01
   3.462994E-01 -8.346483E+01
   3.470010E-01 -8.301570E+01
   3.477026E-01 -8.257004E+01
   3.484042E-01 -8.212782E+01
   3.491058E-01 -8.168900E+01
   3.498074E-01 -8.125356E+01
   3.505090E-01 -8.082146E+01
   3.512106E-01 -8.039266E+01
   3.519122E-01 -7.996714E+01
   3.526139E-01 -7.954486E+01
   3.533155E-01 -7.912580E+01
   3.540171E-01 -7.870991E+01
   3.547187E-01 -7.829717E+01
   3.554203E-01 -7.788754E+01
   3.561219E-01 -7.748101E+01
   3.575251E-01 -7.667708E+01
   3.582267E-01 -7.627963E+01
   3.589283E-01 -7.588515E+01
   3.596299E-01 -7.549362E+01
   3.603315E-01 -7.510499E+01
   3.610331E-01 -7.471926E+01
   3.617347E-01 -7.433638E+01
   3.624363E-01 -7.395633E+01
   3.631379E-01 -7.357908E+01
   3.638395E-01 -7.320462E+01
   3.645411E-01 -7.283290E+01
   3.652427E-01 -7.246392E+01
   3.659443E-01 -7.209763E+01
   3.666459E-01 -7.173401E+01
   3.673475E-01 -7.137305E+01
   3.680491E-01 -7.101471E+01
   3.687507E-01 -7.065897E+01
   3.694523E-01 -7.030580E+01
   3.701539E-01 -6.995519E+01
   3.708555E-01 -6.960711E+01
   3.715571E-01 -6.926153E+01
   3.722587E-01 -6.891843E+01
   3.729603E-01 -6.857780E+01
   3.743635E-01 -6.790381E+01
   3.750651E-01 -6.757041E+01
   3.757667E-01 -6.723938E+01
   3.764683E-01 -6.691070E+01
   3.771699E-01 -6.658435E+01
   3.778715E-01 -6.626030E+01
   3.785731E-01 -6.593854E+01
   3.792747E-01 -6.561904E+01
   3.799763E-01 -6.530179E+01
   3.806779E-01 -6.498676E+01
   3.813795E-01 -6.467393E+01
   3.820811E-01 -6.436328E+01
   3.827827E-01 -6.405480E+01
   3.841860E-01 -6.344425E+01
   3.848876E-01 -6.314215E+01
   3.855892E-01 -6.284213E+01
   3.862908E-01 -6.254418E+01
   3.869924E-01 -6.224828E+01
   3.883956E-01 -6.166256E+01
   3.890972E-01 -6.137270E+01
   3.897988E-01 -6.108482E+01
   3.905004E-01 -6.079890E+01
   3.912020E-01 -6.051493E+01
   3.919036E-01 -6.023289E+01
   3.926052E-01 -5.995275E+01
   3.933068E-01 -5.967451E+01
   3.940084E-01 -5.939815E+01
   3.947100E-01 -5.912365E+01
   3.954116E-01 -5.885099E+01
   3.961132E-01 -5.858016E+01
   3.968148E-01 -5.831115E+01
   3.975164E-01 -5.804393E+01
   3.982180E-01 -5.777849E+01
   3.996212E-01 -5.725291E+01
   4.003228E-01 -5.699272E+01
   4.010244E-01 -5.673426E+01
   4.017260E-01 -5.647751E+01
   4.024276E-01 -5.622245E+01
   4.031292E-01 -5.596907E+01
   4.038308E-01 -5.571735E+01
   4.045324E-01 -5.546728E+01
   4.052340E-01 -5.521885E+01
   4.059356E-01 -5.497204E+01
   4.066372E-01 -5.472683E+01
   4.073388E-01 -5.448323E+01
   4.080404E-01 -5.424120E+01
   4.087420E-01 -5.400074E+01
   4.094436E-01 -5.376184E+01
   4.101452E-01 -5.352448E+01
   4.108468E-01 -5.328865E+01
   4.115484E-01 -5.305433E+01
   4.122500E-01 -5.282152E+01
   4.129516E-01 -5.259020E+01
   4.136532E-01 -5.236036E+01
   4.143549E-01 -5.213199E+01
   4.150565E-01 -5.190507E+01
   4.164597E-01 -5.145555E+01
   4.171613E-01 -5.123293E+01
   4.178629E-01 -5.101171E+01
   4.185645E-01 -5.079189E+01
   4.192661E-01 -5.057345E+01
   4.199677E-01 -5.035639E+01
   4.206693E-01 -5.014069E+01
   4.213709E-01 -4.992634E+01
   4.220725E-01 -4.971333E+01
   4.227741E-01 -4.950166E+01
   4.234757E-01 -4.929130E+01
   4.241773E-01 -4.908225E+01
   4.248789E-01 -4.887449E+01
   4.262821E-01 -4.846284E+01
   4.269837E-01 -4.825892E+01
   4.276853E-01 -4.805626E+01
   4.283869E-01 -4.785484E+01
   4.290885E-01 -4.765466E+01
   4.297901E-01 -4.745570E+01
   4.304917E-01 -4.725797E+01
   4.311933E-01 -4.706144E+01
   4.318949E-01 -4.686611E+01
   4.325965E-01 -4.667197E+01
   4.332981E-01 -4.647901E+01
   4.339997E-01 -4.628722E+01
   4.347013E-01 -4.609658E+01
   4.355856E-01 -4.585796E+01
   4.364699E-01 -4.562114E+01
   4.373542E-01 -4.538612E+01
   4.382385E-01 -4.515288E+01
   4.400070E-01 -4.469165E+01
   4.408913E-01 -4.446363E+01
   4.417756E-01 -4.423732E+01
   4.435442E-01 -4.378976E+01
   4.444285E-01 -4.356847E+01
   4.453128E-01 -4.334884E+01
   4.461971E-01 -4.313082E+01
   4.470813E-01 -4.291442E+01
   4.488499E-01 -4.248640E+01
   4.497342E-01 -4.227474E+01
   4.506185E-01 -4.206464E+01
   4.515028E-01 -4.185607E+01
   4.523871E-01 -4.164903E+01
   4.532714E-01 -4.144349E+01
   4.541556E-01 -4.123945E+01
   4.550399E-01 -4.103688E+01
   4.559242E-01 -4.083579E+01
   4.568085E-01 -4.063614E+01
   4.576928E-01 -4.043793E+01
   4.585771E-01 -4.024115E+01
